净值日期,累计收益率
2020-07-08,0.0
2020-07-09,1.47
2020-07-10,0.02
2020-07-13,2.06
2020-07-14,1.22
2020-07-15,0.4
2020-07-16,-3.07
2020-07-17,-2.38
2020-07-20,0.54
2020-07-21,0.83
2020-07-22,1.54
2020-07-23,1.54
2020-07-24,-2.72
2020-07-27,-2.26
2020-07-28,-1.44
2020-07-29,1.0
2020-07-30,0.54
2020-07-31,1.52
2020-08-03,3.12
2020-08-04,3.22
2020-08-05,3.22
2020-08-06,2.98
2020-08-07,1.93
2020-08-10,2.43
2020-08-11,1.6
2020-08-12,0.96
2020-08-13,0.78
2020-08-14,2.23
2020-08-17,4.58
2020-08-18,4.76
2020-08-19,3.34
2020-08-20,2.2
2020-08-21,3.0
2020-08-24,4.21
2020-08-25,4.36
2020-08-26,3.22
2020-08-27,3.74
2020-08-28,6.21
2020-08-31,5.66
2020-09-01,6.28
2020-09-02,6.35
2020-09-03,5.8
2020-09-04,4.86
2020-09-07,2.77
2020-09-08,3.3
2020-09-09,1.02
2020-09-10,1.02
2020-09-11,1.97
2020-09-14,2.48
2020-09-15,3.28
2020-09-16,2.74
2020-09-17,2.37
2020-09-18,4.56
2020-09-21,3.62
2020-09-22,2.5
2020-09-23,2.86
2020-09-24,1.02
2020-09-25,1.16
2020-09-28,1.53
2020-09-29,1.74
2020-09-30,1.63
2020-10-09,3.62
2020-10-12,6.63
2020-10-13,6.99
2020-10-14,6.32
2020-10-15,6.25
2020-10-16,6.12
2020-10-19,5.35
2020-10-20,6.17
2020-10-21,6.16
2020-10-22,5.9
2020-10-23,4.68
2020-10-26,4.14
2020-10-27,4.31
2020-10-28,5.14
2020-10-29,6.04
2020-10-30,4.38
2020-11-02,4.93
2020-11-03,6.12
2020-11-04,6.89
2020-11-05,8.47
2020-11-06,8.48
2020-11-09,10.55
2020-11-10,9.96
2020-11-11,8.97
2020-11-12,9.08
2020-11-13,7.97
2020-11-16,9.0
2020-11-17,8.8
2020-11-18,8.81
2020-11-19,9.61
2020-11-20,9.93
2020-11-23,11.29
2020-11-24,10.7
2020-11-25,9.35
2020-11-26,9.52
2020-11-27,10.85
2020-11-30,10.41
2020-12-01,12.67
2020-12-02,12.72
2020-12-03,12.53
2020-12-04,12.72
2020-12-07,11.88
2020-12-08,11.6
2020-12-09,10.19
2020-12-10,10.12
2020-12-11,9.04
2020-12-14,9.94
2020-12-15,10.15
2020-12-16,10.4
2020-12-17,11.74
2020-12-18,11.38
2020-12-21,12.42
2020-12-22,10.71
2020-12-23,11.65
2020-12-24,11.52
2020-12-25,12.45
2020-12-28,12.93
2020-12-29,12.48
2020-12-30,14.08
2020-12-31,16.23
2021-01-04,17.44
2021-01-05,19.56
2021-01-06,20.58
2021-01-07,22.65
2021-01-08,22.27
